chr	start	end	strand	peak	position	Quality
chr1	156186784	156186785	+	1	156186785	180.03
chr1	156186796	156186797	+	1	156186797	24.68
chr1	156186852	156186853	+	5	156186853	30.64
chr1	157417752	157417753	+	2	157417753	11.99
chr1	158424736	158424737	+	1	158424737	327.57
chr1	158897742	158897743	+	3	158897743	33.45
chr1	159151958	159151960	+	1	159151959	1924.53
chr1	159412465	159412466	+	2	159412466	28.34
chr1	159412467	159412468	+	2	159412468	28.34
chr1	160572575	160572576	+	1	160572576	142.63
chr1	160697358	160697359	+	1	160697359	61.3
chr1	160697372	160697373	+	1	160697373	48.46
chr1	161444843	161444844	+	2	161444844	278.3
chr1	161517584	161517585	+	5	161517585	45.46
chr1	161543407	161543408	+	1	161543408	18.36
chr1	162049916	162049945	+	1	162049917	192.39
chr1	163436649	163436650	+	3	163436650	79.9
chr1	164724669	164724687	+	4	164724670	1327.49
chr1	164870217	164870218	+	11	164870218	1382.91
chr1	166414561	166414562	+	7	166414562	18.57
chr1	167189734	167189741	+	2	167189735	49.31
chr1	167647129	167647130	+	1	167647130	2720.96
chr1	167897839	167897841	+	2	167897840	269.97
chr1	168543608	168543609	+	3	168543609	21.91
chr1	170859709	170859710	+	2	170859710	1972.3
chr1	171658172	171658173	+	1	171658173	28.06
chr1	172163955	172163958	+	1	172163956	2485.84
chr1	172879209	172879210	+	1	172879210	43.5
chr1	172879220	172879221	+	1	172879221	15.64
chr1	172879253	172879254	+	3	172879254	14.63
chr1	173935570	173935572	+	3	173935571	939.15
chr1	177149145	177149146	+	3	177149146	293.57
chr1	177149146	177149147	+	3	177149147	293.57
chr1	177149147	177149148	+	3	177149148	344.61
chr1	178080396	178080397	+	3	178080397	634.01
chr1	178366589	178366593	+	3	178366590	910.87
chr1	178730693	178730695	+	2	178730694	1901.78
chr1	179566263	179566264	+	7	179566264	16.58
chr1	179566268	179566269	+	7	179566269	13.6
chr1	179566270	179566271	+	7	179566271	13.6
chr1	184319687	184319688	+	1	184319688	42.38
chr1	184351524	184351525	+	1	184351525	2240.7
chr1	185079929	185079931	+	2	185079930	1687.6
chr1	186597349	186597350	+	1	186597350	121.42
chr1	186597350	186597356	+	1	186597350	121.42
chr1	187536276	187536277	+	1	187536277	96.37
chr1	187598014	187598015	+	4	187598015	53.37
chr1	187616470	187616471	+	1	187616471	25.79
chr1	187616474	187616478	+	1	187616475	12.51
chr1	187616490	187616491	+	1	187616491	21.33
chr1	187830046	187830047	+	4	187830047	24.95
chr1	187856143	187856144	+	2	187856144	1697.42
chr1	187856147	187856148	+	2	187856148	15.42
chr1	188680884	188680887	+	2	188680885	22.29
chr1	188926419	188926422	+	1	188926420	82.86
chr1	189161327	189161333	+	1	189161328	1021.67
chr1	191354837	191354838	+	1	191354838	1793.02
chr1	192857153	192857154	+	6	192857154	66.49
chr1	192857155	192857156	+	6	192857156	63.49
chr1	192857157	192857158	+	6	192857158	61.49
chr1	192857163	192857164	+	6	192857164	22.66
chr1	193345606	193345608	+	11	193345607	1414.29
chr1	194382172	194382173	+	2	194382173	246.05
chr1	194382188	194382189	+	2	194382189	431.05
chr1	195721150	195721157	+	2	195721137	238.45
chr1	195721172	195721173	+	2	195721173	238.34
chr1	195721198	195721199	+	2	195721199	80.39
chr1	195913714	195913715	+	6	195913715	14.51
chr1	196702533	196702540	+	3	196702534	590.86
chr1	196753188	196753189	+	1	196753189	40.74
chr1	197024972	197024973	+	6	197024973	1748.41
chr1	197772820	197772821	+	1	197772821	2182.55
chr1	201211064	201211065	+	10	201211065	180.61
chr1	201211071	201211072	+	10	201211072	133.36
chr1	201211093	201211094	+	10	201211094	80.34
chr1	201683790	201683791	+	2	201683791	214.78
chr1	201683794	201683795	+	2	201683795	152.67
chr1	201683798	201683799	+	2	201683799	141.61
chr1	202191712	202191713	+	6	202191713	112.67
chr1	202973206	202973208	+	2	202973207	2140.51
chr1	203624399	203624400	+	4	203624400	170.65
chr1	203890309	203890310	+	4	203890310	83.88
chr1	204200300	204200307	+	1	204200299	2644.54
chr1	204200308	204200309	+	1	204200309	2655.73
chr1	204693084	204693086	+	1	204693085	450.64
chr1	204693086	204693094	+	1	204693087	358.84
chr1	206763018	206763019	+	1	206763019	92.37
chr1	208482699	208482700	+	1	208482700	683.32
chr1	210845375	210845376	+	7	210845376	62.96
chr1	213509339	213509341	+	4	213509340	1771.77
chr1	213590652	213590653	+	2	213590653	52.3
chr1	214700056	214700057	+	1	214700057	143.38
chr1	214700057	214700058	+	1	214700058	193.73
chr1	214796420	214796421	+	1	214796421	336.57
chr1	214818601	214818604	+	5	214818602	22.31
chr1	215007086	215007089	+	2	215007087	98.58
chr1	215081480	215081481	+	2	215081481	1516.83
chr1	216159536	216159543	+	4	216159537	612.03
chr1	216709342	216709343	+	3	216709343	2954.5
chr1	216883227	216883228	+	1	216883228	876.01
chr1	217108638	217108639	+	2	217108639	42.41
chr1	217108639	217108640	+	2	217108640	43.67
chr1	217108642	217108643	+	2	217108643	42.49
chr1	217208425	217208427	+	4	217208426	1536.04
chr1	219545561	219545564	+	5	219545562	154.3
chr1	219545565	219545600	+	5	219545566	144.45
chr1	219846250	219846252	+	4	219846251	953.33
chr1	219971801	219971811	+	2	219971802	64.98
chr1	221827544	221827546	+	1	221827545	773.83
chr1	222057372	222057373	+	4	222057373	1271.96
chr1	222138768	222138769	+	8	222138769	273.93
chr1	222138772	222138773	+	8	222138773	239.66
chr1	222400715	222400716	+	2	222400716	2760.28
chr1	222471054	222471055	+	5	222471055	22.44
chr1	222903263	222903264	+	9	222903264	67.65
chr1	222903283	222903284	+	9	222903284	71.61
chr1	223027248	223027249	+	1	223027249	18.38
chr1	223124446	223124447	+	4	223124447	1121.86
chr1	223452365	223452366	+	5	223452366	277.05
chr1	223818576	223818578	+	3	223818577	2435.7
chr1	223937093	223937100	+	3	223937094	22.23
chr1	223937150	223937155	+	2	223937115	14.98
chr1	223980329	223980330	+	1	223980330	353.47
chr1	223995417	223995419	+	2	223995418	280.29
chr1	223995420	223995421	+	2	223995421	289.33
chr1	224028971	224028972	+	1	224028972	74.37
chr1	224751050	224751100	+	1	224750983	47.74
chr1	224800250	224800251	+	1	224800251	36.17
chr1	226955650	226955700	+	2	226955500	44.37
chr1	227294214	227294215	+	3	227294215	31.38
chr1	227294217	227294218	+	3	227294218	28.38
chr1	227294219	227294220	+	3	227294220	28.38
chr1	227294231	227294232	+	3	227294232	43.41
chr1	227493450	227493458	+	1	227493449	116.52
chr1	228782365	228782366	+	1	228782366	2257.67
chr1	231008193	231008194	+	2	231008194	31.45
chr1	231626668	231626669	+	4	231626669	13.59
chr1	231788884	231788885	+	1	231788885	203.84
chr1	231788902	231788903	+	5	231788903	92.3
chr1	231963252	231963254	+	4	231963253	2617.28
chr1	232121450	232121451	+	3	232121451	280.9
chr1	232123866	232123867	+	1	232123867	174.62
chr1	232123868	232123869	+	1	232123869	170.45
chr1	232262555	232262563	+	2	232262556	191.66
chr1	232572703	232572718	+	1	232572704	33.66
chr1	232984141	232984142	+	1	232984142	36.77
chr1	233790156	233790157	+	1	233790157	13.98
chr1	234099612	234099628	+	7	234099613	35.79
chr1	234248140	234248141	+	5	234248141	505.65
chr1	234491191	234491192	+	4	234491192	71.35
chr1	234785292	234785293	+	3	234785293	26.04
chr1	236942981	236942982	+	3	236942982	31.45
chr1	237515751	237515752	+	2	237515752	221.33
chr1	237789546	237789547	+	4	237789547	191.61
chr1	238525034	238525036	+	2	238525035	1915.31
chr1	240361136	240361141	+	2	240361137	1129.97
chr1	241703459	241703461	+	5	241703460	1837.97
chr1	242894491	242894493	+	5	242894492	2353.32
chr1	244540912	244540913	+	2	244540913	28.62
chr1	245243444	245243445	+	1	245243445	1101.18
chr1	246083188	246083189	+	3	246083189	19.39
chr1	246083199	246083200	+	3	246083200	22.38
chr1	246083200	246083201	+	2	246083201	22.38
chr1	246083213	246083214	+	2	246083214	4021.34
chr1	246083214	246083215	+	2	246083215	37.37
chr1	246083221	246083222	+	2	246083222	43.37
chr1	246083225	246083226	+	2	246083226	46.37
chr1	246083237	246083238	+	2	246083238	34.35
chr1	246520505	246520550	+	1	246520506	307.28
chr1	246793329	246793332	+	2	246793330	17.38
chr1	247649280	247649281	+	2	247649281	429.29
chr1	247968508	247968509	+	3	247968509	41.62
chr1	248548969	248548970	+	4	248548970	694.01
chr2	442315	442316	+	8	442316	128.61
chr2	442327	442328	+	8	442328	128.74
chr2	950495	950496	+	7	950496	44.41
chr2	1099679	1099680	+	4	1099680	140.29
chr2	1099684	1099685	+	4	1099685	21.37
chr2	1580812	1580813	+	6	1580813	11.74
chr2	2033314	2033315	+	6	2033315	20.86
chr2	2033319	2033320	+	6	2033320	13.11
chr2	2887869	2887870	+	2	2887870	1131.05
chr2	3269550	3269600	+	2	3269441	66.31
chr2	3615797	3615800	+	1	3615798	1801.89
chr2	5565647	5565649	+	1	5565648	1525.92
chr2	11337635	11337637	+	2	11337636	2253.4
chr2	12153307	12153350	+	2	12153308	56.88
chr2	12153350	12153400	+	6	12153308	56.88
chr2	12153400	12153412	+	3	12153308	56.88
chr2	12366744	12366745	+	3	12366745	33.35
chr2	12628838	12628839	+	2	12628839	2999.81
chr2	13405972	13405973	+	4	13405973	19.42
chr2	13405980	13405981	+	4	13405981	19.42
chr2	13705010	13705011	+	1	13705011	2303.59
chr2	13891563	13891564	+	7	13891564	12.76
chr2	13891565	13891566	+	7	13891566	890.03
chr2	14501894	14501895	+	1	14501895	22.33
chr2	14591626	14591628	+	3	14591627	330.86
chr2	14657653	14657655	+	3	14657654	29.27
chr2	15493256	15493257	+	2	15493257	48.37
chr2	15542247	15542248	+	2	15542248	13.58
chr2	18065703	18065704	+	1	18065704	29.44
chr2	18296128	18296129	+	1	18296129	136.57
chr2	20151638	20151641	+	4	20151639	52.79
chr2	20503637	20503639	+	3	20503638	592.08
chr2	20886329	20886330	+	1	20886330	179.98
chr2	21073569	21073571	+	1	21073570	31.47
chr2	21209813	21209814	+	5	21209814	787
chr2	21286994	21286999	+	7	21286995	2911.49
chr2	21845693	21845695	+	5	21845694	2257
chr2	22456380	22456382	+	1	22456381	2071.48
chr2	23964214	23964217	+	2	23964215	3303.51
chr2	24251370	24251371	+	1	24251371	278.89
chr2	24400530	24400532	+	2	24400531	24.64
chr2	24765049	24765050	+	3	24765050	23.36
chr2	24765054	24765055	+	1	24765055	26.35
chr2	24765059	24765060	+	1	24765060	26.35
chr2	24798274	24798277	+	11	24798275	36.27
chr2	24950858	24950859	+	6	24950859	3062.79
chr2	25471770	25471771	+	2	25471771	43.3
chr2	25471773	25471774	+	2	25471774	10.72
chr2	25471774	25471775	+	2	25471775	10.72
chr2	26370450	26370500	+	1	26370447	173.3
chr2	26421556	26421561	+	7	26421557	2727.35
chr2	27010438	27010442	+	3	27010439	2070.81
chr2	27195340	27195341	+	10	27195341	3536.75
chr2	28358309	28358310	+	6	28358310	124.68
chr2	28983214	28983215	+	1	28983215	156.18
chr2	31478904	31478905	+	3	31478905	148.34
chr2	32248765	32248767	+	2	32248766	2046.32
chr2	32461036	32461050	+	4	32461037	153.39
chr2	33006661	33006662	+	1	33006662	209.43
chr2	33006666	33006667	+	1	33006667	205.03
chr2	33006671	33006674	+	1	33006672	195.99
chr2	33006675	33006678	+	1	33006676	242.14
chr2	33006678	33006680	+	1	33006679	212.57
chr2	33006683	33006685	+	1	33006684	211.45
chr2	33006685	33006690	+	1	33006686	221.57
chr2	33006691	33006692	+	1	33006692	224.57
chr2	33277802	33277803	+	2	33277803	105.69
chr2	33277812	33277813	+	2	33277813	93.37
chr2	33958494	33958497	+	1	33958495	1917.46
chr2	34418580	34418581	+	4	34418581	147.46
chr2	34518931	34518932	+	4	34518932	310.36
chr2	35256676	35256679	+	1	35256677	197.18
chr2	35872576	35872579	+	4	35872577	1053.41
chr2	38785220	38785228	+	4	38785221	449.33
chr2	38807062	38807064	+	7	38807063	2906.33
chr2	38891728	38891729	+	1	38891729	76.67
chr2	39337751	39337762	+	3	39337752	1452.31
chr2	40721403	40721406	+	1	40721404	317.89
chr2	40798732	40798749	+	7	40798733	1572.33
chr2	41282495	41282496	+	5	41282496	689.01
chr2	41824373	41824374	+	9	41824374	779.05
chr2	41845820	41845823	+	2	41845821	14.49
chr2	42016038	42016040	+	5	42016039	2485.79
chr2	42325601	42325620	+	1	42325602	1608.86
chr2	43744385	43744386	+	4	43744386	42.3
chr2	44111804	44111805	+	3	44111805	1846.59
chr2	45495472	45495475	+	2	45495473	18.69
chr2	46220931	46220932	+	1	46220932	3475.1
chr2	47010511	47010512	+	3	47010512	101.74
chr2	47387600	47387602	+	9	47387599	97.56
chr2	47387600	47387602	+	9	47387600	2235.03
chr2	50299422	50299426	+	2	50299423	286.87
chr2	50587805	50587806	+	1	50587806	2839.38
chr2	50897685	50897686	+	1	50897686	646.05
chr2	51348285	51348293	+	3	51348286	59.41
chr2	51664500	51664502	+	1	51664499	27.13
chr2	51664530	51664531	+	1	51664531	1100.78
chr2	54075519	54075520	+	2	54075520	3371.28
chr2	54905320	54905329	+	4	54905321	192.53
chr2	57238508	57238509	+	2	57238509	1060.17
chr2	58137191	58137192	+	3	58137192	14.75
chr2	60523650	60523652	+	4	60523651	29.43
chr2	61359778	61359784	+	2	61359779	1504.13
chr2	61575493	61575494	+	2	61575494	184.87
chr2	61575495	61575496	+	2	61575496	210.83
chr2	62624551	62624553	+	4	62624552	1702.33
chr2	63806267	63806268	+	3	63806268	15.43
chr2	64187738	64187740	+	1	64187739	2197.09
chr2	65123899	65123900	+	1	65123900	35.61
chr2	65584050	65584051	+	8	65584051	139.42
chr2	65601092	65601093	+	2	65601093	85.61
chr2	66773643	66773650	+	6	66773644	382.93
chr2	66973266	66973267	+	3	66973267	430.29
chr2	67459223	67459227	+	5	67459224	13.49
chr2	67694752	67694753	+	5	67694753	47.1
chr2	67699361	67699362	+	1	67699362	2318.92
chr2	67699362	67699363	+	1	67699363	2318.92
chr2	68137652	68137653	+	4	68137653	34.64
chr2	68325685	68325686	+	5	68325686	69.37
chr2	70238280	70238288	+	1	70238281	10.67
chr2	71201006	71201007	+	9	71201007	160.05
chr2	71618150	71618153	+	2	71618151	28.58
chr2	72189655	72189656	+	3	72189656	13.82
chr2	72636372	72636373	+	12	72636373	1222.83
chr2	73898365	73898366	+	4	73898366	75.45
chr2	76253545	76253546	+	5	76253546	75.49
chr2	77147953	77147954	+	6	77147954	10.82
chr2	77147955	77147956	+	6	77147956	10.82
chr2	77147956	77147957	+	6	77147957	17.65
chr2	77147963	77147964	+	6	77147964	10.82
chr2	77147967	77147968	+	6	77147968	26.16
chr2	77147970	77147971	+	6	77147971	17.19
chr2	77147974	77147975	+	6	77147975	12.33
chr2	77147975	77147976	+	6	77147976	14.76
chr2	77450261	77450264	+	2	77450262	23.3
chr2	77749657	77749658	+	4	77749658	227.13
chr2	77749658	77749659	+	4	77749659	203.57
chr2	77817350	77817351	+	3	77817351	13.81
chr2	78664882	78664883	+	3	78664883	91.96
chr2	78664884	78664885	+	3	78664885	144.4
chr2	78664885	78664886	+	3	78664886	146.8
chr2	78664892	78664900	+	3	78664893	827.56
chr2	78664900	78664903	+	1	78664893	827.56
chr2	78664947	78664948	+	1	78664948	164.61
chr2	79280674	79280685	+	1	79280675	1395.87
chr2	80541892	80541893	+	3	80541893	185.62
chr2	80541898	80541899	+	3	80541899	176.06
chr2	81418201	81418203	+	6	81418202	1943.09
chr2	81727667	81727672	+	8	81727668	2900.63
chr2	81767855	81767857	+	8	81767856	38.45
chr2	82157877	82157878	+	1	82157878	314.88
chr2	83017918	83017920	+	6	83017919	260.33
chr2	83358502	83358503	+	1	83358503	47.68
chr2	83358504	83358505	+	1	83358505	45.76
chr2	84596676	84596679	+	1	84596677	2265.88
chr2	84598187	84598188	+	3	84598188	3291.5
chr2	85767579	85767580	+	8	85767580	104.38
chr2	86573367	86573369	+	1	86573368	1472.77
chr2	86918386	86918387	+	2	86918387	20.71
chr2	87110813	87110814	+	3	87110814	70.23
chr2	87222709	87222710	+	1	87222710	327.01
chr2	87307006	87307007	+	1	87307007	28.61
chr2	87318684	87318685	+	1	87318685	3826.32
chr2	87347668	87347669	+	2	87347669	46.03
chr2	87353162	87353163	+	1	87353163	39.54
chr2	87360100	87360102	+	1	87360053	315.42
chr2	87396852	87396853	+	5	87396853	528.05
chr2	87396853	87396854	+	5	87396854	531.05
chr2	87397194	87397195	+	1	87397195	45.5
chr2	87397944	87397950	+	2	87397945	24.91
chr2	87397950	87397962	+	3	87397945	24.91
chr2	87407050	87407073	+	1	87406995	12.54
chr2	87407358	87407359	+	5	87407359	23.63
chr2	87409550	87409551	+	5	87409551	13.82
chr2	87414152	87414153	+	1	87414153	15.73
chr2	87414164	87414165	+	1	87414165	12.92
chr2	87429405	87429406	+	6	87429406	30.17
chr2	87429406	87429407	+	6	87429407	30.17
chr2	87429410	87429411	+	6	87429411	30.17
chr2	87430675	87430689	+	2	87430676	517.01
chr2	87588964	87588965	+	8	87588965	50.33
chr2	87641779	87641780	+	2	87641780	172.91
chr2	87861042	87861043	+	5	87861043	117.73
chr2	87957651	87957652	+	4	87957652	10.68
chr2	88208052	88208054	+	5	88208053	1758.58
chr2	88522031	88522032	+	4	88522032	3326.64
chr2	88522033	88522034	+	4	88522034	3280.64
chr2	88772089	88772095	+	1	88772090	84.3
chr2	89090219	89090220	+	11	89090220	192.3
chr2	89090223	89090226	+	11	89090224	160.3
chr2	89838230	89838236	+	12	89838231	65.57
chr2	90057500	90057505	+	5	90057499	1473.2
chr2	91596976	91596978	+	16	91596977	646.01
chr2	91597147	91597148	+	4	91597148	195.47
chr2	91597211	91597212	+	6	91597212	113.33
chr2	91597244	91597245	+	6	91597245	165.33
chr2	91613973	91613974	+	3	91613974	108.32
chr2	91658407	91658408	+	3	91658408	653.12
chr2	91662214	91662215	+	1	91662215	22.13
chr2	91700673	91700674	+	1	91700674	19.36
chr2	91710385	91710386	+	2	91710386	47.35
chr2	91788181	91788182	+	3	91788182	12.61
chr2	91855523	91855524	+	4	91855524	13.65
chr2	91857978	91857979	+	2	91857979	362.05
chr2	91857983	91857984	+	2	91857984	371.68
chr2	91857985	91857986	+	2	91857986	370.7
chr2	91857987	91857988	+	2	91857988	374.05
chr2	91858328	91858329	+	4	91858329	64.3
chr2	91858587	91858589	+	1	91858588	2046.95
chr2	91861069	91861070	+	2	91861070	430.92
chr2	91863039	91863040	+	9	91863040	316.05
chr2	91871965	91871966	+	6	91871966	40.89
chr2	91872726	91872727	+	1	91872727	189.9
chr2	91877376	91877377	+	1	91877377	12.53
chr2	91879383	91879384	+	1	91879384	196.9
chr2	91881646	91881647	+	1	91881647	78.3
chr2	91881658	91881659	+	3	91881659	75.3
chr2	91887008	91887009	+	11	91887009	52.3
chr2	91889052	91889053	+	2	91889053	17.38
chr2	91889152	91889153	+	1	91889153	15.88
chr2	91893804	91893805	+	3	91893805	44.72
chr2	91893807	91893808	+	3	91893808	41.38
chr2	91899706	91899707	+	1	91899707	13.53
chr2	91899707	91899708	+	1	91899708	13.53
chr2	91899708	91899709	+	1	91899709	13.53
chr2	91899710	91899711	+	1	91899711	19.39
chr2	91904485	91904486	+	5	91904486	354.05
chr2	91907511	91907512	+	1	91907512	104.15
chr2	91907513	91907514	+	1	91907514	107.28
chr2	91907515	91907516	+	1	91907516	107.28
chr2	91908011	91908012	+	5	91908012	23.08
chr2	91913445	91913446	+	5	91913446	2930.35
chr2	91913818	91913819	+	1	91913819	37.33
chr2	91913824	91913825	+	1	91913825	31.34
chr2	91913828	91913829	+	1	91913829	31.34
chr2	91920466	91920467	+	2	91920467	12.57
chr2	91934358	91934359	+	3	91934359	49.34
chr2	91934372	91934373	+	3	91934373	48.35
chr2	91936467	91936468	+	2	91936468	76.44
chr2	91939142	91939143	+	2	91939143	64.6
chr2	91945751	91945752	+	7	91945752	203.61
chr2	91945760	91945761	+	7	91945761	172.3
chr2	91948310	91948311	+	3	91948311	17.26
chr2	91948316	91948317	+	3	91948317	22.91
chr2	91963104	91963105	+	4	91963105	73.57
chr2	91963105	91963106	+	4	91963106	72.49
chr2	91966710	91966711	+	1	91966711	197.16
chr2	91967283	91967284	+	2	91967284	54.3
chr2	91967294	91967295	+	2	91967295	60.3
